5.3599e-06,-7.3016e-06,-5.9585e-06,-4.7197e-06,6.3256e-07,6.7404e-06
4.2221e-05,-5.7526e-05,-4.6943e-05,-3.7184e-05,4.9842e-06,5.3103e-05
0.00014034,-0.00019118,-0.00015601,-0.00012361,1.6576e-05,0.00017651
0.00032756,-0.00044617,-0.00036408,-0.00028867,3.8754e-05,0.0004121
0.00062994,-0.00085788,-0.00070001,-0.00055567,7.475e-05,0.00079292
0.0010718,-0.0014592,-0.0011906,-0.00094682,0.00012777,0.0013501
0.0016758,-0.0022806,-0.0018605,-0.0014835,0.00020107,0.0021133
0.002463,-0.0033501,-0.0027326,-0.0021866,0.00029808,0.0031107
0.0034529,-0.0046935,-0.0038277,-0.0030768,0.0004225,0.0043695
0.0046639,-0.0063341,-0.0051644,-0.0041749,0.00057836,0.0059164
0.0061127,-0.0082932,-0.0067596,-0.0055025,0.00077013,0.0077775
0.0078148,-0.01059,-0.0086283,-0.0070819,0.0010028,0.0099793
0.0097847,-0.013241,-0.010783,-0.008937,0.0012819,0.012548
0.012035,-0.016261,-0.013236,-0.011093,0.0016135,0.015512
0.014579,-0.019663,-0.015994,-0.013579,0.0020042,0.018898
0.017426,-0.023457,-0.019065,-0.016423,0.0024612,0.022738
0.020587,-0.027654,-0.022453,-0.01966,0.002992,0.027061
0.02407,-0.03226,-0.02616,-0.023324,0.0036045,0.031899
0.027881,-0.037283,-0.030185,-0.027453,0.0043064,0.037287
0.032027,-0.042725,-0.034522,-0.032088,0.0051055,0.043255
0.036512,-0.048593,-0.039163,-0.037269,0.0060091,0.049837
0.041337,-0.054888,-0.044097,-0.043038,0.0070236,0.057061
0.046504,-0.061614,-0.049306,-0.049432,0.0081541,0.064951
0.052009,-0.068774,-0.054769,-0.056486,0.0094042,0.073524
0.057849,-0.07637,-0.060459,-0.064225,0.010775,0.082786
0.064016,-0.084404,-0.066346,-0.072664,0.012267,0.092731
0.0705,-0.092879,-0.072397,-0.081804,0.013874,0.10334
0.077289,-0.1018,-0.078576,-0.091628,0.015591,0.11456
0.084366,-0.11116,-0.084846,-0.1021,0.017407,0.12635
0.091713,-0.12096,-0.091172,-0.11316,0.019309,0.13861
0.099311,-0.1312,-0.097523,-0.12474,0.021283,0.15126
0.10714,-0.14187,-0.10387,-0.13674,0.02331,0.16419
0.11517,-0.15297,-0.11019,-0.14906,0.025371,0.17727
0.12339,-0.16449,-0.11647,-0.16155,0.027447,0.19038
0.13177,-0.1764,-0.1227,-0.17411,0.029517,0.20339
0.14029,-0.1887,-0.12886,-0.1866,0.031562,0.21616
0.14893,-0.20136,-0.13498,-0.19888,0.033563,0.22858
0.15768,-0.21437,-0.14105,-0.21084,0.035501,0.24053
0.16651,-0.22769,-0.14707,-0.22234,0.037362,0.25191
0.17542,-0.2413,-0.15308,-0.23329,0.03913,0.26262
0.18439,-0.25517,-0.15907,-0.24359,0.040793,0.27258
0.1934,-0.26928,-0.16507,-0.25313,0.042338,0.28173
0.20245,-0.28358,-0.17111,-0.26185,0.043756,0.29
0.21071,-0.25399,-0.26644,-0.25453,0.044446,0.32741
0.21907,-0.24455,-0.32012,-0.26441,0.045116,0.36028
0.22752,-0.24236,-0.35904,-0.2776,0.045742,0.38881
0.23604,-0.24464,-0.38905,-0.29123,0.046303,0.41319
0.24464,-0.2501,-0.41281,-0.30407,0.046782,0.43361
0.25331,-0.25802,-0.43181,-0.31549,0.047162,0.45026
0.26204,-0.26793,-0.44702,-0.32513,0.047431,0.46331
0.27083,-0.2795,-0.45906,-0.33278,0.047577,0.47288
0.27967,-0.29251,-0.46838,-0.3383,0.047593,0.47907
0.28855,-0.30681,-0.47524,-0.34159,0.047471,0.48196
0.29746,-0.32228,-0.47983,-0.34257,0.047209,0.48155
0.3064,-0.33888,-0.48219,-0.34118,0.046805,0.47785
0.31536,-0.35659,-0.48231,-0.33736,0.046258,0.47077
0.32434,-0.37544,-0.48008,-0.33104,0.045573,0.46022
0.33331,-0.39551,-0.47528,-0.32217,0.044754,0.44604
0.34228,-0.41694,-0.46758,-0.3107,0.043809,0.42801
0.35123,-0.43991,-0.45651,-0.29661,0.04275,0.40587
0.36016,-0.46472,-0.44141,-0.27991,0.04159,0.3793
0.36904,-0.49178,-0.42136,-0.2607,0.040345,0.34791
0.37787,-0.52166,-0.39504,-0.23926,0.039035,0.31128
0.38663,-0.55525,-0.3605,-0.21614,0.037684,0.26891
0.39531,-0.59399,-0.31459,-0.19254,0.03632,0.22032
0.4039,-0.64049,-0.25167,-0.17095,0.034974,0.165
0.41098,-0.64994,-0.26107,-0.16073,0.03302,0.15688
0.41784,-0.65891,-0.2705,-0.15067,0.031013,0.14902
0.42445,-0.66741,-0.2799,-0.14085,0.028965,0.14147
0.43083,-0.67544,-0.28922,-0.13134,0.026892,0.13428
0.43695,-0.68301,-0.29842,-0.12219,0.024805,0.12748
0.44281,-0.69014,-0.30743,-0.11343,0.02272,0.12107
0.44841,-0.69685,-0.3162,-0.1051,0.020649,0.11508
0.45374,-0.70314,-0.3247,-0.097226,0.018605,0.10949
0.45881,-0.70903,-0.33289,-0.089813,0.016601,0.10431
0.4636,-0.71453,-0.34073,-0.082869,0.014649,0.09953
0.46812,-0.71965,-0.34819,-0.076394,0.012761,0.095131
0.47236,-0.72441,-0.35525,-0.070385,0.010946,0.0911
0.47633,-0.7288,-0.36189,-0.064835,0.0092134,0.087419
0.48002,-0.73285,-0.3681,-0.059732,0.0075725,0.084073
0.48345,-0.73655,-0.37387,-0.055065,0.0060302,0.081042
0.4866,-0.73993,-0.37919,-0.05082,0.0045925,0.078311
0.48949,-0.74298,-0.38406,-0.046983,0.0032644,0.07586
0.49211,-0.74572,-0.38848,-0.043538,0.0020494,0.073675
0.49449,-0.74816,-0.39246,-0.040469,0.0009499,0.071738
0.49661,-0.75031,-0.396,-0.037758,-3.3111e-05,0.070034
0.4985,-0.75218,-0.39913,-0.035388,-0.00089995,0.068548
0.50016,-0.75379,-0.40184,-0.033341,-0.0016523,0.067265
0.5016,-0.75515,-0.40417,-0.031597,-0.002293,0.06617
0.50283,-0.75627,-0.40613,-0.030135,-0.0028265,0.065249
0.50387,-0.75717,-0.40774,-0.028935,-0.0032582,0.064486
0.50473,-0.75788,-0.40903,-0.027974,-0.0035949,0.063868
0.50543,-0.7584,-0.41004,-0.027228,-0.0038448,0.063379
0.50599,-0.75876,-0.41078,-0.026672,-0.0040169,0.063003
0.50643,-0.75899,-0.41131,-0.02628,-0.0041217,0.062724
0.50676,-0.7591,-0.41165,-0.026022,-0.0041707,0.062525
0.50702,-0.75912,-0.41184,-0.025869,-0.0041763,0.062388
0.50722,-0.75909,-0.41194,-0.025788,-0.0041522,0.062294
